# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 1.655706018209457397e-01 1.463649868965148926e-01 5.981366634368896484e-01 7.947803139686584473e-01 1.910813618451356888e-03 1.743437169352546334e-04 1.947569762705825269e-05 2.321036163266398944e-06 2.780170202255249023e+00 4.068300247192382812e+00 1.655706018209457397e-01 1.463649868965148926e-01 5.981366634368896484e-01 7.947803139686584473e-01 1.910813618451356888e-03 1.743437169352546334e-04 1.947569762705825269e-05 2.321036163266398944e-06 2.780170202255249023e+00 4.068300247192382812e+00
1.100000000000000000e+04 5.321194231510162354e-02 2.164771407842636108e-01 2.712613344192504883e-01 9.931835532188415527e-01 8.995835087262094021e-04 9.125703854806488380e-07 3.527698709149262868e-06 1.572720975673291832e-06 8.942869305610656738e-01 4.389240741729736328e+00 5.321194231510162354e-02 2.164771407842636108e-01 2.712613344192504883e-01 9.931835532188415527e-01 8.995835087262094021e-04 9.125703854806488380e-07 3.527698709149262868e-06 1.572720975673291832e-06 8.942869305610656738e-01 4.389240741729736328e+00
1.200000000000000000e+04 4.528139531612396240e-02 1.069444492459297180e-01 2.783906459808349609e-01 5.320668220520019531e-01 2.839456669789797161e-07 1.358235977022559382e-06 2.037845447944164334e-08 2.726267211983213201e-07 1.076822042465209961e+00 2.540005445480346680e+00 4.528139531612396240e-02 1.069444492459297180e-01 2.783906459808349609e-01 5.320668220520019531e-01 2.839456669789797161e-07 1.358235977022559382e-06 2.037845447944164334e-08 2.726267211983213201e-07 1.076822042465209961e+00 2.540005445480346680e+00
1.300000000000000000e+04 7.169334590435028076e-02 1.761582344770431519e-01 1.244166865944862366e-01 2.838954031467437744e-01 8.137773875205311924e-06 6.486518941528629512e-06 2.642885874593048356e-07 1.365663138130912557e-05 3.428190350532531738e-01 1.930147647857666016e+00 7.169334590435028076e-02 1.761582344770431519e-01 1.244166865944862366e-01 2.838954031467437744e-01 8.137773875205311924e-06 6.486518941528629512e-06 2.642885874593048356e-07 1.365663138130912557e-05 3.428190350532531738e-01 1.930147647857666016e+00
1.400000000000000000e+04 5.237592011690139771e-02 2.472112774848937988e-01 9.705042839050292969e-02 2.303607314825057983e-01 1.041349878505570814e-05 1.685657771304249763e-04 2.640629536472260952e-04 2.075112424790859222e-04 1.973013877868652344e-01 8.176318407058715820e-01 5.237592011690139771e-02 2.472112774848937988e-01 9.705042839050292969e-02 2.303607314825057983e-01 1.041349878505570814e-05 1.685657771304249763e-04 2.640629536472260952e-04 2.075112424790859222e-04 1.973013877868652344e-01 8.176318407058715820e-01
1.500000000000000000e+04 1.300217509269714355e-01 1.273896932601928711e+00 1.557512044906616211e+00 9.417762160301208496e-01 1.321964759881666396e-09 1.644059899263083935e-03 1.769899427017662674e-06 6.214658787939697504e-05 3.541077613830566406e+00 3.989927291870117188e+00 1.300217509269714355e-01 1.273896932601928711e+00 1.557512044906616211e+00 9.417762160301208496e-01 1.321964759881666396e-09 1.644059899263083935e-03 1.769899427017662674e-06 6.214658787939697504e-05 3.541077613830566406e+00 3.989927291870117188e+00
1.600000000000000000e+04 5.944506078958511353e-02 1.067453697323799133e-01 3.755761682987213135e-01 7.341211438179016113e-01 1.482604261582309846e-07 9.030756586980714928e-07 1.180683625534584280e-06 6.246651196306629572e-07 1.039357423782348633e+00 3.180933237075805664e+00 5.944506078958511353e-02 1.067453697323799133e-01 3.755761682987213135e-01 7.341211438179016113e-01 1.482604261582309846e-07 9.030756586980714928e-07 1.180683625534584280e-06 6.246651196306629572e-07 1.039357423782348633e+00 3.180933237075805664e+00
1.700000000000000000e+04 3.531412407755851746e-02 6.469645351171493530e-02 2.406233400106430054e-01 5.751699805259704590e-01 1.038848949974635616e-06 1.412227175023872405e-05 1.421085471520200372e-10 2.962729377031791955e-05 5.918318033218383789e-01 2.411365032196044922e+00 3.531412407755851746e-02 6.469645351171493530e-02 2.406233400106430054e-01 5.751699805259704590e-01 1.038848949974635616e-06 1.412227175023872405e-05 1.421085471520200372e-10 2.962729377031791955e-05 5.918318033218383789e-01 2.411365032196044922e+00
1.800000000000000000e+04 3.990993648767471313e-02 9.403698146343231201e-02 1.871459037065505981e-01 2.995955944061279297e-01 6.096811944189539645e-07 2.823507202265318483e-06 6.111291440902277827e-06 4.665835717787558679e-07 4.086197018623352051e-01 1.362780451774597168e+00 3.990993648767471313e-02 9.403698146343231201e-02 1.871459037065505981e-01 2.995955944061279297e-01 6.096811944189539645e-07 2.823507202265318483e-06 6.111291440902277827e-06 4.665835717787558679e-07 4.086197018623352051e-01 1.362780451774597168e+00
1.900000000000000000e+04 6.776087731122970581e-02 1.431229561567306519e-01 1.675503849983215332e-01 1.422286033630371094e-01 8.668067152939329389e-07 7.510394794962849119e-08 4.253166707712807693e-08 1.872854227258358151e-06 2.010102868080139160e-01 7.657069563865661621e-01 6.776087731122970581e-02 1.431229561567306519e-01 1.675503849983215332e-01 1.422286033630371094e-01 8.668067152939329389e-07 7.510394794962849119e-08 4.253166707712807693e-08 1.872854227258358151e-06 2.010102868080139160e-01 7.657069563865661621e-01
2.000000000000000000e+04 8.792272955179214478e-02 1.994688808917999268e-01 1.203142702579498291e-01 8.140079677104949951e-02 5.739198627452424262e-07 3.681762450469250325e-07 4.780531526193954051e-09 2.776289420580724254e-07 1.039569079875946045e-01 4.953211247920989990e-01 8.792272955179214478e-02 1.994688808917999268e-01 1.203142702579498291e-01 8.140079677104949951e-02 5.739198627452424262e-07 3.681762450469250325e-07 4.780531526193954051e-09 2.776289420580724254e-07 1.039569079875946045e-01 4.953211247920989990e-01
2.100000000000000000e+04 9.814034402370452881e-02 2.046840935945510864e-01 1.018689647316932678e-01 5.750286951661109924e-02 8.150701178237795830e-04 9.368913015350699425e-04 2.602349966764450073e-03 3.884108504280447960e-03 7.717534899711608887e-02 3.180731534957885742e-01 9.814034402370452881e-02 2.046840935945510864e-01 1.018689647316932678e-01 5.750286951661109924e-02 8.150701178237795830e-04 9.368913015350699425e-04 2.602349966764450073e-03 3.884108504280447960e-03 7.717534899711608887e-02 3.180731534957885742e-01
2.200000000000000000e+04 1.010862812399864197e-01 2.129156589508056641e-01 7.635261863470077515e-02 4.251421615481376648e-02 5.348397280613426119e-08 1.968703173815811169e-07 1.880295883438520832e-07 6.118661133314162726e-08 6.644509732723236084e-02 2.775805294513702393e-01 1.010862812399864197e-01 2.129156589508056641e-01 7.635261863470077515e-02 4.251421615481376648e-02 5.348397280613426119e-08 1.968703173815811169e-07 1.880295883438520832e-07 6.118661133314162726e-08 6.644509732723236084e-02 2.775805294513702393e-01
2.300000000000000000e+04 9.717870503664016724e-02 2.138621658086776733e-01 6.811854243278503418e-02 3.693440556526184082e-02 2.388844677625456825e-09 1.358724421862689269e-08 5.685141246658531600e-09 9.094947017729282379e-09 5.970636010169982910e-02 2.540456354618072510e-01 9.717870503664016724e-02 2.138621658086776733e-01 6.811854243278503418e-02 3.693440556526184082e-02 2.388844677625456825e-09 1.358724421862689269e-08 5.685141246658531600e-09 9.094947017729282379e-09 5.970636010169982910e-02 2.540456354618072510e-01
2.400000000000000000e+04 8.675837516784667969e-02 1.010283753275871277e-01 4.174657464027404785e-01 1.156527027487754822e-01 2.627587036840850487e-09 1.184005213872296736e-06 2.058803329418879002e-05 5.969198355160187930e-06 1.603863954544067383e+00 5.141102671623229980e-01 8.675837516784667969e-02 1.010283753275871277e-01 4.174657464027404785e-01 1.156527027487754822e-01 2.627587036840850487e-09 1.184005213872296736e-06 2.058803329418879002e-05 5.969198355160187930e-06 1.603863954544067383e+00 5.141102671623229980e-01
2.500000000000000000e+04 1.338356137275695801e-01 7.659719884395599365e-02 2.394553571939468384e-01 7.613836228847503662e-02 2.606851739983540028e-05 1.876485475804656744e-05 2.000533742830157280e-03 6.757904193364083767e-04 1.305016160011291504e+00 2.036623656749725342e-01 1.338356137275695801e-01 7.659719884395599365e-02 2.394553571939468384e-01 7.613836228847503662e-02 2.606851739983540028e-05 1.876485475804656744e-05 2.000533742830157280e-03 6.757904193364083767e-04 1.305016160011291504e+00 2.036623656749725342e-01
2.600000000000000000e+04 2.193653136491775513e-01 7.839436084032058716e-02 1.569607257843017578e-01 5.236513540148735046e-02 6.177778232085984200e-06 3.712568286573514342e-05 1.140748732723295689e-03 2.383011888014152646e-04 7.108176350593566895e-01 1.569936424493789673e-01 2.193653136491775513e-01 7.839436084032058716e-02 1.569607257843017578e-01 5.236513540148735046e-02 6.177778232085984200e-06 3.712568286573514342e-05 1.140748732723295689e-03 2.383011888014152646e-04 7.108176350593566895e-01 1.569936424493789673e-01
2.700000000000000000e+04 2.727059125900268555e-01 7.886795699596405029e-02 1.063945889472961426e-01 4.074886441230773926e-02 4.401954356580972672e-08 8.603774404036812484e-06 4.593645644490607083e-05 3.918358925147913396e-05 5.019385218620300293e-01 1.024061590433120728e-01 2.727059125900268555e-01 7.886795699596405029e-02 1.063945889472961426e-01 4.074886441230773926e-02 4.401954356580972672e-08 8.603774404036812484e-06 4.593645644490607083e-05 3.918358925147913396e-05 5.019385218620300293e-01 1.024061590433120728e-01
2.800000000000000000e+04 2.838423848152160645e-01 8.437667042016983032e-02 7.164534181356430054e-02 3.272206708788871765e-02 5.741327413488761522e-08 9.323238919023424387e-05 3.013851819559931755e-04 3.111483820248395205e-04 4.009560942649841309e-01 5.875763297080993652e-02 2.838423848152160645e-01 8.437667042016983032e-02 7.164534181356430054e-02 3.272206708788871765e-02 5.741327413488761522e-08 9.323238919023424387e-05 3.013851819559931755e-04 3.111483820248395205e-04 4.009560942649841309e-01 5.875763297080993652e-02
2.900000000000000000e+04 2.763998806476593018e-01 8.318432420492172241e-02 5.460959672927856445e-02 3.995441272854804993e-02 1.287935447180643678e-06 6.150345434434711933e-04 1.286747865378856659e-03 1.739387516863644123e-03 3.323205709457397461e-01 3.244343027472496033e-02 2.763998806476593018e-01 8.318432420492172241e-02 5.460959672927856445e-02 3.995441272854804993e-02 1.287935447180643678e-06 6.150345434434711933e-04 1.286747865378856659e-03 1.739387516863644123e-03 3.323205709457397461e-01 3.244343027472496033e-02
3.000000000000000000e+04 1.620944440364837646e-01 5.105173215270042419e-02 5.101813673973083496e-01 2.714802622795104980e-01 1.022966716845985502e-05 2.729899506448418833e-06 1.509093635831959546e-06 7.510848831770999823e-07 2.401141524314880371e-01 1.829108953475952148e+00 1.620944440364837646e-01 5.105173215270042419e-02 5.101813673973083496e-01 2.714802622795104980e-01 1.022966716845985502e-05 2.729899506448418833e-06 1.509093635831959546e-06 7.510848831770999823e-07 2.401141524314880371e-01 1.829108953475952148e+00
