# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.846530571579933167e-02 7.237899117171764374e-03 4.657737500000000000e+04 5.393106689453125000e+02 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 1.446302032470703125e+01 5.547109603881835938e+00 5.846530571579933167e-02 7.237899117171764374e-03 4.657737500000000000e+04 5.393106689453125000e+02 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 1.446302032470703125e+01 5.547109603881835938e+00
1.000000000000000000e+03 2.278446853160858154e-01 4.302914440631866455e-01 5.789920806884765625e+00 1.480669826269149780e-01 5.229700851440429688e+01 2.315655797719955444e-01 1.446207053959369659e-03 2.907704329118132591e-03 1.620150184631347656e+01 4.824510097503662109e+00 2.278446853160858154e-01 4.302914440631866455e-01 5.789920806884765625e+00 1.480669826269149780e-01 5.229700851440429688e+01 2.315655797719955444e-01 1.446207053959369659e-03 2.907704329118132591e-03 1.620150184631347656e+01 4.824510097503662109e+00
2.000000000000000000e+03 9.024477750062942505e-02 1.515795588493347168e-01 1.221018433570861816e+00 1.906773567199707031e+00 2.553733825683593750e+01 2.605899572372436523e-01 5.367919802665710449e-04 1.142831798642873764e-02 5.470768928527832031e+00 8.586938858032226562e+00 9.024477750062942505e-02 1.515795588493347168e-01 1.221018433570861816e+00 1.906773567199707031e+00 2.553733825683593750e+01 2.605899572372436523e-01 5.367919802665710449e-04 1.142831798642873764e-02 5.470768928527832031e+00 8.586938858032226562e+00
3.000000000000000000e+03 6.456483155488967896e-02 4.585171863436698914e-02 8.242411613464355469e-01 1.355141997337341309e+00 1.451692194677889347e-03 1.401058165356516838e-03 1.103413433156674728e-05 2.572878656792454422e-05 5.301385402679443359e+00 6.363783836364746094e+00 6.456483155488967896e-02 4.585171863436698914e-02 8.242411613464355469e-01 1.355141997337341309e+00 1.451692194677889347e-03 1.401058165356516838e-03 1.103413433156674728e-05 2.572878656792454422e-05 5.301385402679443359e+00 6.363783836364746094e+00
4.000000000000000000e+03 1.682867407798767090e-01 2.147849090397357941e-02 1.449868083000183105e+00 4.564058780670166016e-01 5.923269782215356827e-04 1.265854225493967533e-04 5.398483608587412164e-06 3.164609370287507772e-05 6.253924369812011719e+00 4.176884651184082031e+00 1.682867407798767090e-01 2.147849090397357941e-02 1.449868083000183105e+00 4.564058780670166016e-01 5.923269782215356827e-04 1.265854225493967533e-04 5.398483608587412164e-06 3.164609370287507772e-05 6.253924369812011719e+00 4.176884651184082031e+00
5.000000000000000000e+03 1.645904928445816040e-01 2.243568189442157745e-02 1.510021686553955078e+00 2.766456902027130127e-01 5.110696074552834034e-04 1.157474798674229532e-05 2.074790791084524244e-05 3.527179796947166324e-05 6.249760627746582031e+00 3.792928695678710938e+00 1.645904928445816040e-01 2.243568189442157745e-02 1.510021686553955078e+00 2.766456902027130127e-01 5.110696074552834034e-04 1.157474798674229532e-05 2.074790791084524244e-05 3.527179796947166324e-05 6.249760627746582031e+00 3.792928695678710938e+00
6.000000000000000000e+03 1.661068946123123169e-01 3.071181289851665497e-02 1.493577003479003906e+00 2.405526936054229736e-01 4.755953268613666296e-04 1.009819570185754856e-07 2.819798828568309546e-05 3.930307502741925418e-05 6.144513130187988281e+00 3.681569099426269531e+00 1.661068946123123169e-01 3.071181289851665497e-02 1.493577003479003906e+00 2.405526936054229736e-01 4.755953268613666296e-04 1.009819570185754856e-07 2.819798828568309546e-05 3.930307502741925418e-05 6.144513130187988281e+00 3.681569099426269531e+00
7.000000000000000000e+03 1.769052743911743164e-01 3.613259643316268921e-02 1.500975847244262695e+00 1.993970423936843872e-01 5.615770351141691208e-04 8.943675311456900090e-06 3.353440115461125970e-05 3.063497570110484958e-05 6.007600784301757812e+00 3.555294990539550781e+00 1.769052743911743164e-01 3.613259643316268921e-02 1.500975847244262695e+00 1.993970423936843872e-01 5.615770351141691208e-04 8.943675311456900090e-06 3.353440115461125970e-05 3.063497570110484958e-05 6.007600784301757812e+00 3.555294990539550781e+00
8.000000000000000000e+03 1.826809495687484741e-01 7.741751521825790405e-02 1.462658166885375977e+00 1.891913414001464844e-01 1.140386448241770267e-03 1.491287257522344589e-04 4.912410440738312900e-05 2.187040627177339047e-05 5.496181488037109375e+00 3.410725831985473633e+00 1.826809495687484741e-01 7.741751521825790405e-02 1.462658166885375977e+00 1.891913414001464844e-01 1.140386448241770267e-03 1.491287257522344589e-04 4.912410440738312900e-05 2.187040627177339047e-05 5.496181488037109375e+00 3.410725831985473633e+00
9.000000000000000000e+03 1.887060850858688354e-01 1.121525466442108154e-01 1.066778779029846191e+00 4.325535893440246582e-01 1.438323990441858768e-03 4.502278752624988556e-04 3.602983269956894219e-05 2.682870763237588108e-05 4.284396648406982422e+00 3.463171958923339844e+00 1.887060850858688354e-01 1.121525466442108154e-01 1.066778779029846191e+00 4.325535893440246582e-01 1.438323990441858768e-03 4.502278752624988556e-04 3.602983269956894219e-05 2.682870763237588108e-05 4.284396648406982422e+00 3.463171958923339844e+00
