1.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 2.020202e-02 4.081216e-04
1.000000e+00 4.040404e-02 1.632486e-03
1.000000e+00 6.060606e-02 3.673095e-03
1.000000e+00 8.080808e-02 6.529946e-03
1.000000e+00 1.010101e-01 1.020304e-02
1.000000e+00 1.212121e-01 1.469238e-02
1.000000e+00 1.414141e-01 1.999796e-02
1.000000e+00 1.616162e-01 2.611978e-02
1.000000e+00 1.818182e-01 3.305785e-02
1.000000e+00 2.020202e-01 4.081216e-02
1.000000e+00 2.222222e-01 4.938272e-02
1.000000e+00 2.424242e-01 5.876951e-02
1.000000e+00 2.626263e-01 6.897255e-02
1.000000e+00 2.828283e-01 7.999184e-02
1.000000e+00 3.030303e-01 9.182736e-02
1.000000e+00 3.232323e-01 1.044791e-01
1.000000e+00 3.434343e-01 1.179471e-01
1.000000e+00 3.636364e-01 1.322314e-01
1.000000e+00 3.838384e-01 1.473319e-01
1.000000e+00 4.040404e-01 1.632486e-01
1.000000e+00 4.242424e-01 1.799816e-01
1.000000e+00 4.444444e-01 1.975309e-01
1.000000e+00 4.646465e-01 2.158963e-01
1.000000e+00 4.848485e-01 2.350781e-01
1.000000e+00 5.050505e-01 2.550760e-01
1.000000e+00 5.252525e-01 2.758902e-01
1.000000e+00 5.454545e-01 2.975207e-01
1.000000e+00 5.656566e-01 3.199674e-01
1.000000e+00 5.858586e-01 3.432303e-01
1.000000e+00 6.060606e-01 3.673095e-01
1.000000e+00 6.262626e-01 3.922049e-01
1.000000e+00 6.464646e-01 4.179165e-01
1.000000e+00 6.666667e-01 4.444444e-01
1.000000e+00 6.868687e-01 4.717886e-01
1.000000e+00 7.070707e-01 4.999490e-01
1.000000e+00 7.272727e-01 5.289256e-01
1.000000e+00 7.474747e-01 5.587185e-01
1.000000e+00 7.676768e-01 5.893276e-01
1.000000e+00 7.878788e-01 6.207530e-01
1.000000e+00 8.080808e-01 6.529946e-01
1.000000e+00 8.282828e-01 6.860524e-01
1.000000e+00 8.484848e-01 7.199265e-01
1.000000e+00 8.686869e-01 7.546169e-01
1.000000e+00 8.888889e-01 7.901235e-01
1.000000e+00 9.090909e-01 8.264463e-01
