1.000000e+00 0.000000e+00 0.000000e+00
1.000000e+00 1.010101e-02 1.020252e-04
1.000000e+00 2.020202e-02 4.080384e-04
1.000000e+00 3.030303e-02 9.178523e-04
1.000000e+00 4.040404e-02 1.631155e-03
1.000000e+00 5.050505e-02 2.547512e-03
1.000000e+00 6.060606e-02 3.666365e-03
1.000000e+00 7.070707e-02 4.987034e-03
1.000000e+00 8.080808e-02 6.508718e-03
1.000000e+00 9.090909e-02 8.230499e-03
1.000000e+00 1.010101e-01 1.015134e-02
1.000000e+00 1.111111e-01 1.227009e-02
1.000000e+00 1.212121e-01 1.458549e-02
1.000000e+00 1.313131e-01 1.709616e-02
1.000000e+00 1.414141e-01 1.980063e-02
1.000000e+00 1.515152e-01 2.269730e-02
1.000000e+00 1.616162e-01 2.578449e-02
1.000000e+00 1.717172e-01 2.906041e-02
1.000000e+00 1.818182e-01 3.252319e-02
1.000000e+00 1.919192e-01 3.617085e-02
1.000000e+00 2.020202e-01 4.000133e-02
1.000000e+00 2.121212e-01 4.401249e-02
1.000000e+00 2.222222e-01 4.820210e-02
1.000000e+00 2.323232e-01 5.256786e-02
1.000000e+00 2.424242e-01 5.710740e-02
1.000000e+00 2.525253e-01 6.181827e-02
1.000000e+00 2.626263e-01 6.669796e-02
1.000000e+00 2.727273e-01 7.174390e-02
1.000000e+00 2.828283e-01 7.695348e-02
1.000000e+00 2.929293e-01 8.232401e-02
1.000000e+00 3.030303e-01 8.785277e-02
1.000000e+00 3.131313e-01 9.353699e-02
1.000000e+00 3.232323e-01 9.937385e-02
1.000000e+00 3.333333e-01 1.053605e-01
1.000000e+00 3.434343e-01 1.114941e-01
1.000000e+00 3.535354e-01 1.177717e-01
1.000000e+00 3.636364e-01 1.241904e-01
1.000000e+00 3.737374e-01 1.307472e-01
1.000000e+00 3.838384e-01 1.374392e-01
1.000000e+00 3.939394e-01 1.442633e-01
1.000000e+00 4.040404e-01 1.512166e-01
1.000000e+00 4.141414e-01 1.582962e-01
1.000000e+00 4.242424e-01 1.654989e-01
1.000000e+00 4.343434e-01 1.728218e-01
1.000000e+00 4.444444e-01 1.802618e-01
1.000000e+00 4.545455e-01 1.878161e-01
1.000000e+00 4.646465e-01 1.954815e-01
1.000000e+00 4.747475e-01 2.032552e-01
1.000000e+00 4.848485e-01 2.111342e-01
1.000000e+00 4.949495e-01 2.191155e-01
1.000000e+00 5.050505e-01 2.271961e-01
1.000000e+00 5.151515e-01 2.353733e-01
1.000000e+00 5.252525e-01 2.436441e-01
1.000000e+00 5.353535e-01 2.520057e-01
1.000000e+00 5.454545e-01 2.604553e-01
1.000000e+00 5.555556e-01 2.689899e-01
1.000000e+00 5.656566e-01 2.776070e-01
1.000000e+00 5.757576e-01 2.863037e-01
1.000000e+00 5.858586e-01 2.950774e-01
1.000000e+00 5.959596e-01 3.039253e-01
1.000000e+00 6.060606e-01 3.128449e-01
1.000000e+00 6.161616e-01 3.218336e-01
1.000000e+00 6.262626e-01 3.308887e-01
1.000000e+00 6.363636e-01 3.400079e-01
1.000000e+00 6.464646e-01 3.491886e-01
1.000000e+00 6.565657e-01 3.584283e-01
1.000000e+00 6.666667e-01 3.677248e-01
1.000000e+00 6.767677e-01 3.770756e-01
1.000000e+00 6.868687e-01 3.864784e-01
1.000000e+00 6.969697e-01 3.959310e-01
1.000000e+00 7.070707e-01 4.054311e-01
1.000000e+00 7.171717e-01 4.149766e-01
1.000000e+00 7.272727e-01 4.245653e-01
1.000000e+00 7.373737e-01 4.341951e-01
1.000000e+00 7.474747e-01 4.438640e-01
1.000000e+00 7.575758e-01 4.535700e-01
1.000000e+00 7.676768e-01 4.633110e-01
1.000000e+00 7.777778e-01 4.730853e-01
1.000000e+00 7.878788e-01 4.828908e-01
1.000000e+00 7.979798e-01 4.927259e-01
1.000000e+00 8.080808e-01 5.025885e-01
1.000000e+00 8.181818e-01 5.124772e-01
1.000000e+00 8.282828e-01 5.223900e-01
1.000000e+00 8.383838e-01 5.323253e-01
1.000000e+00 8.484848e-01 5.422816e-01
1.000000e+00 8.585859e-01 5.522572e-01
1.000000e+00 8.686869e-01 5.622505e-01
1.000000e+00 8.787879e-01 5.722602e-01
1.000000e+00 8.888889e-01 5.822846e-01
1.000000e+00 8.989899e-01 5.923224e-01
1.000000e+00 9.090909e-01 6.023722e-01
1.000000e+00 9.191919e-01 6.124325e-01
1.000000e+00 9.292929e-01 6.225022e-01
1.000000e+00 9.393939e-01 6.325799e-01
1.000000e+00 9.494949e-01 6.426644e-01
1.000000e+00 9.595960e-01 6.527545e-01
1.000000e+00 9.696970e-01 6.628489e-01
1.000000e+00 9.797980e-01 6.729466e-01
1.000000e+00 9.898990e-01 6.830463e-01
