	masa_A
3,146244E0	3,950859E0
3,162889E0	3,950859E0
3,179533E0	4,211466E0
3,196178E0	4,572630E0
3,212933E0	4,575257E0
3,229578E0	4,016632E0
3,246222E0	3,852180E0
3,262867E0	3,852180E0
3,279511E0	4,085165E0
3,296156E0	4,085165E0
3,312800E0	4,261814E0
3,329444E0	4,350108E0
3,346089E0	4,085165E0
3,362733E0	3,820047E0
3,379378E0	3,966039E0
3,396022E0	3,966039E0
3,412667E0	3,966039E0
3,429311E0	3,966039E0
3,445956E0	4,231739E0
3,462600E0	4,290759E0
3,479244E0	4,025099E0
3,495889E0	3,847895E0
3,512533E0	3,847895E0
3,529178E0	3,847895E0
3,545822E0	3,847895E0
3,562467E0	3,847895E0
3,579111E0	3,847895E0
3,595756E0	3,847895E0
3,612400E0	3,847895E0
3,629044E0	3,847895E0
3,645689E0	3,847895E0
3,662333E0	3,847895E0
3,678978E0	3,847895E0
3,695622E0	3,847895E0
3,712267E0	3,847895E0
3,728911E0	3,847895E0
3,745556E0	3,847895E0
3,762200E0	3,847895E0
3,778844E0	3,847895E0
3,795489E0	3,847895E0
3,812133E0	3,847895E0
3,828778E0	3,847895E0
3,845422E0	3,847895E0
3,862067E0	3,847895E0
3,878711E0	3,847895E0
3,895356E0	3,847895E0
3,912000E0	3,847895E0
3,928644E0	3,847895E0
3,945289E0	3,847895E0
