	masa_A
1,331778E0	3,654091E0
1,348422E0	3,983353E0
1,365067E0	3,983353E0
1,381711E0	3,654091E0
1,398356E0	2,880190E0
1,415000E0	2,196310E0
1,431644E0	6,595993E-1
1,448289E0	6,595993E-1
1,464933E0	6,595993E-1
1,481578E0	6,595993E-1
1,498222E0	6,595993E-1
1,514867E0	6,595993E-1
1,531511E0	6,595993E-1
1,548156E0	6,595993E-1
1,564800E0	6,595993E-1
1,581556E0	6,595993E-1
1,598200E0	5,409734E-1
1,614844E0	8,375274E-1
1,631489E0	1,670182E0
1,648133E0	2,352568E0
1,664778E0	3,095130E0
1,681422E0	3,389637E0
1,698067E0	3,389637E0
1,714711E0	2,763327E0
1,731356E0	1,751957E0
1,748000E0	6,864126E-1
1,764644E0	5,387424E-1
1,781289E0	5,387424E-1
1,797933E0	5,387424E-1
1,814578E0	5,387424E-1
1,831222E0	5,387424E-1
1,847867E0	5,387424E-1
1,864511E0	5,387424E-1
1,881156E0	5,387424E-1
1,897800E0	5,387424E-1
1,914444E0	1,278960E0
1,931089E0	1,901686E0
1,947733E0	2,466073E0
1,964378E0	2,821048E0
1,981022E0	2,791474E0
1,997667E0	2,435224E0
2,014311E0	1,958823E0
2,030956E0	1,574608E0
2,047600E0	9,817238E-1
2,064244E0	9,817238E-1
2,080889E0	9,817238E-1
2,097533E0	9,817238E-1
2,114178E0	9,817238E-1
2,130822E0	9,817238E-1
2,147467E0	9,817238E-1
2,164111E0	1,275668E0
2,180756E0	1,751054E0
2,197400E0	2,166754E0
2,214044E0	2,759049E0
2,230689E0	2,699956E0
2,247333E0	2,134994E0
2,263978E0	1,777843E0
2,280622E0	1,067008E0
2,297267E0	9,786971E-1
2,313911E0	9,786971E-1
2,330556E0	9,786971E-1
2,347200E0	9,786971E-1
2,363844E0	9,786971E-1
2,380489E0	9,781945E-1
2,397133E0	1,305160E0
2,413778E0	1,835884E0
2,430533E0	2,279089E0
2,447178E0	2,487948E0
2,463822E0	2,487948E0
2,480467E0	2,192915E0
2,497111E0	1,688488E0
2,513756E0	1,067008E0
2,530400E0	1,067008E0
2,547044E0	1,067008E0
2,563689E0	1,067008E0
2,580333E0	1,067008E0
2,596978E0	1,067008E0
2,613622E0	1,273046E0
2,630267E0	1,541070E0
2,646911E0	1,985298E0
2,663556E0	2,250771E0
2,680200E0	1,864400E0
2,696844E0	1,420927E0
2,713489E0	9,174634E-1
2,730133E0	9,174634E-1
2,746778E0	9,174634E-1
2,763422E0	9,174634E-1
2,780067E0	9,174634E-1
2,796711E0	9,174634E-1
2,813356E0	1,421657E0
2,830000E0	2,100052E0
2,846644E0	2,634059E0
2,863289E0	2,663534E0
2,879933E0	1,810133E0
2,896578E0	1,069206E0
2,913222E0	1,069206E0
2,929867E0	1,069206E0
2,946511E0	1,069206E0
2,963156E0	1,069206E0
2,979800E0	1,069206E0
2,996444E0	1,423121E0
3,013089E0	1,689358E0
3,029733E0	1,689358E0
3,046378E0	1,334651E0
3,063022E0	1,097572E0
3,079667E0	1,097572E0
3,096311E0	1,097572E0
3,112956E0	1,097572E0
3,129600E0	1,097572E0
3,146244E0	1,598394E0
3,163000E0	1,922331E0
3,179644E0	1,951774E0
3,196289E0	1,332593E0
3,212933E0	1,008653E0
3,229578E0	1,008653E0
3,246222E0	1,008653E0
3,262867E0	1,008653E0
3,279511E0	1,862484E0
3,296156E0	2,096817E0
3,312800E0	1,830232E0
3,329444E0	1,152944E0
3,346089E0	1,152944E0
3,362733E0	1,152944E0
3,379378E0	1,152944E0
3,396022E0	1,504614E0
3,412667E0	1,739392E0
3,429311E0	1,797157E0
3,445956E0	1,590218E0
3,462600E0	1,265246E0
3,479244E0	1,265246E0
3,495889E0	1,265246E0
3,512533E0	1,265246E0
3,529178E0	1,586160E0
3,545822E0	1,790739E0
3,562467E0	1,206741E0
3,579111E0	1,206741E0
3,595756E0	1,206741E0
3,612400E0	1,206741E0
3,629044E0	1,206741E0
3,645689E0	1,206741E0
3,662333E0	1,206741E0
3,678978E0	1,206741E0
3,695622E0	1,206741E0
3,712267E0	1,206741E0
3,728911E0	1,206125E0
