	masa_B
1,082111E0	-4,304459E-1
1,098756E0	-4,304459E-1
1,115400E0	-4,304459E-1
1,132044E0	-4,304459E-1
1,148689E0	-4,304459E-1
1,165333E0	-4,304459E-1
1,181978E0	-4,304459E-1
1,198622E0	-4,304459E-1
1,215267E0	-4,304459E-1
1,231911E0	-4,304459E-1
1,248556E0	-4,304459E-1
1,265200E0	9,698895E-1
1,281844E0	2,313837E0
1,298489E0	3,253429E0
1,315133E0	4,252303E0
1,331778E0	4,875652E0
1,348422E0	5,346996E0
1,365067E0	5,684787E0
1,381711E0	5,324454E0
1,398356E0	4,787754E0
1,415000E0	4,036403E0
1,431644E0	3,082252E0
1,448289E0	1,656788E0
1,464933E0	-3,901720E-1
1,481578E0	-6,940164E-1
1,498222E0	-1,297194E0
1,514867E0	-1,297194E0
1,531511E0	-1,297194E0
1,548156E0	-1,297194E0
1,564800E0	-1,297194E0
1,581444E0	-1,297194E0
1,598089E0	-1,297194E0
1,614733E0	-1,297194E0
1,631378E0	-1,297194E0
1,648022E0	-1,297194E0
1,664667E0	-1,297194E0
1,681311E0	-4,719040E-1
1,697956E0	1,432757E0
1,714600E0	2,398520E0
1,731244E0	3,051547E0
1,747889E0	3,686924E0
1,764533E0	4,082030E0
1,781289E0	4,082030E0
1,797933E0	3,915805E0
1,814578E0	3,214729E0
1,831222E0	2,049812E0
1,847867E0	6,060436E-1
1,864511E0	-9,716102E-1
1,881156E0	-9,439532E-1
1,897800E0	-9,716102E-1
1,914444E0	-9,716102E-1
1,931089E0	-9,716102E-1
1,947733E0	-8,037215E-1
1,964378E0	-8,037215E-1
1,981022E0	-8,037215E-1
1,997667E0	-8,037215E-1
2,014311E0	-8,037215E-1
2,030956E0	-8,037215E-1
2,047600E0	-1,694246E-1
2,064244E0	1,188848E0
2,080889E0	2,221509E0
2,097533E0	2,700226E0
2,114178E0	3,116038E0
2,130822E0	3,227217E0
2,147467E0	2,949225E0
2,164111E0	2,309338E0
2,180756E0	1,417445E0
2,197400E0	2,191503E-1
2,214044E0	-6,680058E-1
2,230689E0	-7,783779E-1
2,247333E0	-8,056616E-1
2,263978E0	-8,056616E-1
2,280622E0	-8,056616E-1
2,297267E0	-8,056616E-1
2,313911E0	-8,056616E-1
2,330556E0	-8,056616E-1
2,347200E0	-8,056616E-1
2,363844E0	-8,056616E-1
2,380489E0	3,286958E-1
2,397133E0	1,188273E0
2,413778E0	1,774254E0
2,430422E0	2,216133E0
2,447067E0	2,410126E0
2,463711E0	2,297056E0
2,480356E0	1,492285E0
2,497000E0	4,117267E-1
2,513644E0	-8,877806E-1
2,530289E0	-4,728136E-1
2,546933E0	-4,728136E-1
2,563578E0	-4,728136E-1
2,580222E0	-4,728136E-1
2,596867E0	-4,728136E-1
2,613511E0	-4,728136E-1
2,630267E0	-4,728136E-1
2,646911E0	-2,245367E-1
2,663556E0	9,957607E-1
2,680200E0	1,333246E0
2,696844E0	1,584530E0
2,713489E0	1,501721E0
2,730133E0	1,082680E0
2,746778E0	6,362061E-1
2,763422E0	-5,874965E-1
2,780067E0	-5,874965E-1
2,796711E0	-5,874965E-1
2,813356E0	-5,874965E-1
2,830000E0	-5,874965E-1
2,846644E0	-5,874965E-1
2,863289E0	-5,874965E-1
2,879933E0	-5,874965E-1
2,896578E0	-5,910852E-2
2,913222E0	4,973988E-1
2,929867E0	6,921596E-1
2,946511E0	7,199814E-1
2,963156E0	6,365151E-1
2,979800E0	1,077949E-1
2,996444E0	-7,806403E-1
3,013089E0	-7,806403E-1
3,029733E0	-7,806403E-1
3,046378E0	-7,806403E-1
3,063022E0	-7,806403E-1
3,079667E0	-7,806403E-1
3,096311E0	-7,806403E-1
3,112956E0	-3,449853E-3
3,129600E0	2,464970E-1
3,146244E0	3,020398E-1
3,162889E0	-8,672388E-2
3,179533E0	-4,198195E-1
3,196178E0	-9,734900E-1
3,212822E0	-1,055088E0
3,229467E0	-1,055088E0
3,246111E0	-1,055088E0
3,262756E0	-1,055088E0
3,279400E0	-5,018741E-1
3,296044E0	-1,420344E-1
3,312689E0	-2,806239E-1
3,329333E0	-6,956933E-1
3,345978E0	-9,425880E-1
3,362622E0	-8,886378E-1
3,379267E0	-8,886378E-1
3,395911E0	-9,716102E-1
3,412556E0	-9,716102E-1
3,429311E0	-6,673607E-1
3,445956E0	-5,287967E-1
3,462600E0	-4,734981E-1
3,479244E0	-6,670387E-1
3,495889E0	-8,882090E-1
3,512533E0	-9,711414E-1
3,529178E0	-9,711414E-1
3,545822E0	-9,711414E-1
3,562467E0	-9,711414E-1
3,579111E0	-7,240657E-1
3,595756E0	-6,745019E-1
3,612400E0	-6,988279E-1
3,629044E0	-9,449706E-1
3,645689E0	-9,449706E-1
3,662333E0	-9,445648E-1
3,678978E0	-9,445648E-1
3,695622E0	-9,445648E-1
3,712267E0	-9,445648E-1
3,728911E0	-6,493170E-1
3,745556E0	-4,032502E-1
3,762200E0	-4,032502E-1
3,778844E0	-3,786425E-1
3,795489E0	-3,788052E-1
3,812133E0	-3,788052E-1
3,828778E0	-4,039442E-1
3,845422E0	-4,532437E-1
3,862067E0	-4,532437E-1
3,878711E0	-4,532437E-1
3,895356E0	-4,532437E-1
3,912000E0	-4,532437E-1
3,928644E0	-3,792942E-1
3,945289E0	-1,327880E-1
3,961933E0	-1,327880E-1
3,978578E0	-1,081369E-1
3,995222E0	-1,081369E-1
4,011867E0	-8,348585E-2
4,028511E0	-8,344995E-2
4,045156E0	-5,878416E-2
4,061800E0	-5,878416E-2
4,078444E0	-5,878416E-2
4,095089E0	1,631655E-1
4,111733E0	4,102361E-1
4,128378E0	6,332790E-1
4,145022E0	7,819474E-1
4,161778E0	8,317692E-1
4,178422E0	8,317692E-1
4,195067E0	8,812521E-1
4,211711E0	1,129621E0
4,228356E0	1,129621E0
4,245000E0	1,129621E0
4,261644E0	1,081037E0
4,278289E0	1,081037E0
