	masa_B
2,263978E0	2,801868E0
2,280622E0	2,801868E0
2,297267E0	2,175273E0
2,313911E0	1,255368E0
2,330556E0	1,004352E0
2,347200E0	1,004352E0
2,363844E0	1,004352E0
2,380489E0	1,004352E0
2,397133E0	1,004352E0
2,413778E0	1,340008E0
2,430422E0	1,634184E0
2,447067E0	2,011023E0
2,463711E0	2,011023E0
2,480356E0	2,013967E0
2,497000E0	1,345909E0
2,513644E0	1,177721E0
2,530289E0	1,177721E0
2,546933E0	1,177721E0
2,563578E0	1,177721E0
2,580222E0	1,556111E0
2,596867E0	1,766270E0
2,613511E0	1,641384E0
2,630156E0	1,304822E0
2,646800E0	1,178586E0
2,663444E0	1,178586E0
2,680089E0	1,178586E0
2,696733E0	1,178586E0
2,713378E0	1,178586E0
2,730022E0	1,641384E0
2,746778E0	1,683447E0
2,763422E0	1,641384E0
2,780067E0	1,473116E0
2,796711E0	1,473116E0
2,813356E0	1,388972E0
2,830000E0	1,388972E0
2,846644E0	1,388972E0
2,863289E0	1,388972E0
2,879933E0	1,388972E0
2,896578E0	1,388972E0
2,913222E0	1,388972E0
2,929867E0	1,388972E0
2,946511E0	1,388972E0
2,963156E0	1,388972E0
2,979800E0	1,388972E0
2,996444E0	1,388972E0
3,013089E0	1,388972E0
3,029733E0	1,388972E0
3,046378E0	1,388972E0
3,063022E0	1,388972E0
3,079667E0	1,388972E0
3,096311E0	1,388972E0
3,112956E0	1,388972E0
3,129600E0	1,388972E0
3,146244E0	1,388972E0
3,162889E0	1,388972E0
3,179533E0	1,388972E0
3,196178E0	1,388972E0
