	masa_A
1,814467E0	-1,838962E0
1,831111E0	-1,838962E0
1,847756E0	-1,838962E0
1,864400E0	-1,838962E0
1,881156E0	-1,838962E0
1,897800E0	-1,838962E0
1,914444E0	-1,838962E0
1,931089E0	-1,838962E0
1,947733E0	-1,838962E0
1,964378E0	-8,255305E-1
1,981022E0	3,255103E-1
1,997667E0	1,852348E0
2,014311E0	2,389235E0
2,030956E0	2,824065E0
2,047600E0	2,923726E0
2,064244E0	2,923726E0
2,080889E0	2,455647E0
2,097533E0	1,887666E0
2,114178E0	7,544350E-1
2,130822E0	-7,576796E-1
2,147467E0	-1,705081E0
2,164111E0	-1,737766E0
2,180756E0	-1,737766E0
2,197400E0	-1,737766E0
2,214044E0	-1,737766E0
2,230689E0	-1,737766E0
2,247333E0	-1,737766E0
2,263978E0	-1,737766E0
2,280622E0	-1,737766E0
2,297267E0	-1,737766E0
2,313911E0	-1,737766E0
2,330556E0	-1,314279E0
2,347200E0	-6,295693E-1
2,363844E0	5,577621E-1
2,380489E0	1,554989E0
2,397133E0	2,160503E0
2,413778E0	2,160503E0
2,430422E0	1,923064E0
2,447067E0	1,923064E0
2,463711E0	9,247107E-1
2,480356E0	-1,035701E-1
2,497000E0	-1,447692E0
2,513644E0	-1,650065E0
2,530289E0	-1,748742E0
2,546933E0	-1,748742E0
2,563578E0	-1,748742E0
2,580222E0	-1,748742E0
2,596867E0	-1,748742E0
2,613511E0	-1,748742E0
2,630156E0	-1,748742E0
2,646800E0	-1,748742E0
2,663444E0	-1,748742E0
2,680200E0	-1,090725E0
2,696844E0	-2,020928E-1
2,713489E0	5,891320E-1
2,730133E0	1,215558E0
2,746778E0	1,413324E0
2,763422E0	1,017764E0
2,780067E0	2,915067E-1
2,796711E0	-5,293520E-1
2,813356E0	-1,412479E0
2,830000E0	-1,772473E0
2,846644E0	-1,772473E0
2,863289E0	-1,772473E0
2,879933E0	-1,772473E0
2,896578E0	-1,772473E0
2,913222E0	-1,772473E0
2,929867E0	-1,772473E0
2,946511E0	-1,772473E0
2,963156E0	-1,772473E0
2,979800E0	-5,644196E-1
2,996444E0	3,589198E-1
3,013089E0	9,578902E-1
3,029733E0	1,057425E0
3,046378E0	1,057425E0
3,063022E0	8,251686E-1
3,079667E0	-2,695220E-1
3,096311E0	-1,062699E0
3,112956E0	-1,127520E0
3,129600E0	-1,127520E0
3,146244E0	-1,127520E0
3,162889E0	-1,127520E0
3,179533E0	-1,127520E0
3,196178E0	-1,127520E0
3,212822E0	-1,127520E0
3,229467E0	-1,127520E0
3,246111E0	-7,053488E-2
3,262756E0	6,231827E-1
3,279400E0	8,548841E-1
3,296044E0	9,209770E-1
3,312689E0	9,209770E-1
3,329333E0	7,214431E-1
3,345978E0	4,902060E-1
3,362622E0	-7,037258E-2
3,379267E0	-5,640953E-1
3,395911E0	-5,640953E-1
3,412556E0	-5,640953E-1
3,429200E0	-5,640953E-1
3,445844E0	-5,640953E-1
3,462600E0	-5,640953E-1
3,479244E0	-5,640953E-1
3,495889E0	-4,446290E-3
3,512533E0	4,561797E-1
3,529178E0	7,214431E-1
3,545822E0	8,874190E-1
3,562467E0	4,247425E-1
3,579111E0	2,852177E-2
3,595756E0	-3,994998E-1
3,612400E0	-4,653389E-1
3,629044E0	-4,653389E-1
3,645689E0	-4,653389E-1
3,662333E0	-4,653389E-1
3,678978E0	-4,653389E-1
3,695622E0	-4,653389E-1
3,712267E0	-3,665798E-1
3,728911E0	-1,032131E-1
3,745556E0	3,253229E-1
3,762200E0	8,223111E-1
3,778844E0	8,223111E-1
3,795489E0	5,240866E-1
3,812133E0	1,936354E-1
3,828778E0	-2,684354E-1
3,845422E0	-2,684354E-1
3,862067E0	-3,099267E-1
3,878711E0	-3,099267E-1
3,895356E0	-3,099267E-1
3,912000E0	-2,846141E-1
3,928644E0	-6,064528E-2
3,945289E0	2,144038E-1
3,961933E0	4,149966E-1
3,978578E0	-1,065320E-2
3,995222E0	-4,355777E-1
4,011867E0	-5,855420E-1
4,028511E0	-5,855420E-1
4,045156E0	-5,855420E-1
4,061800E0	-5,855420E-1
4,078444E0	-5,855420E-1
4,095089E0	-5,855420E-1
4,111733E0	-3,358911E-1
4,128378E0	1,395054E-1
4,145022E0	2,899294E-1
4,161667E0	-2,610675E-1
4,178311E0	-5,110065E-1
4,194956E0	-6,861124E-1
4,211600E0	-6,861124E-1
4,228244E0	-6,861124E-1
4,244889E0	-6,861124E-1
4,261644E0	-6,861124E-1
4,278289E0	-5,362565E-1
4,294933E0	-3,361847E-1
4,311578E0	-1,359892E-1
4,328222E0	-3,575845E-2
4,344867E0	-4,615790E-1
4,361511E0	-7,868545E-1
4,378156E0	-9,370589E-1
4,394800E0	-9,370589E-1
4,411444E0	-9,370589E-1
4,428089E0	-9,370589E-1
4,444733E0	-7,123707E-1
4,461378E0	-3,866001E-1
4,478022E0	-2,863569E-1
4,494667E0	-5,369601E-1
4,511311E0	-1,088201E0
4,527956E0	-8,038221E-1
4,544600E0	-8,038221E-1
4,561244E0	-8,038221E-1
4,577889E0	-8,038221E-1
4,594533E0	-5,212889E-1
4,611178E0	-3,800120E-1
4,627822E0	-4,506511E-1
4,644467E0	-5,212889E-1
4,661111E0	-8,038221E-1
4,677756E0	-8,038221E-1
4,694400E0	-8,038221E-1
4,711044E0	-8,038221E-1
4,727689E0	-6,422524E-1
4,744333E0	-6,422524E-1
4,760978E0	-6,422524E-1
4,777622E0	-6,422524E-1
4,794267E0	-6,422524E-1
4,810911E0	-6,422524E-1
4,827556E0	-6,422524E-1
4,844200E0	-6,422524E-1
4,860844E0	-6,422524E-1
4,877489E0	-6,422524E-1
4,894133E0	-6,422524E-1
4,910778E0	-6,422524E-1
4,927422E0	-6,422524E-1
4,944067E0	-6,422524E-1
4,960711E0	-6,422524E-1
4,977356E0	-6,422524E-1
4,994000E0	-6,422524E-1
5,010644E0	-6,422524E-1
5,027289E0	-6,422524E-1
5,044044E0	-6,422524E-1
5,060689E0	-6,422524E-1
5,077333E0	-6,422524E-1
5,093978E0	-6,422524E-1
5,110622E0	-6,422524E-1
5,127267E0	-6,422524E-1
5,143911E0	-6,422524E-1
5,160556E0	-6,422524E-1
5,177200E0	-6,422524E-1
5,193844E0	-6,422524E-1
5,210489E0	-6,422524E-1
5,227133E0	-6,422524E-1
5,243778E0	-6,422524E-1
5,260422E0	-6,422524E-1
5,277067E0	-6,422524E-1
5,293711E0	-6,422524E-1
5,310356E0	-6,422524E-1
5,327000E0	-6,422524E-1
5,343644E0	-6,422524E-1
5,360289E0	-6,422524E-1
