	masa_B
2,663444E0	2,950689E0
2,680089E0	2,950689E0
2,696733E0	2,950689E0
2,713378E0	2,617565E0
2,730022E0	2,339825E0
2,746667E0	2,339825E0
2,763311E0	2,839669E0
2,779956E0	3,006191E0
2,796600E0	3,339081E0
2,813244E0	3,560883E0
2,829889E0	3,228142E0
2,846533E0	2,562026E0
2,863178E0	2,228697E0
2,879822E0	2,226537E0
2,896467E0	3,280435E0
2,913111E0	3,612818E0
2,929756E0	3,557437E0
2,946400E0	3,055763E0
2,963044E0	2,723345E0
2,979689E0	2,612497E0
2,996444E0	2,612497E0
3,013089E0	3,166524E0
3,029733E0	3,221896E0
3,046378E0	3,221896E0
3,063022E0	2,282049E0
3,079667E0	2,226537E0
3,096311E0	2,226537E0
3,112956E0	2,226537E0
3,129600E0	2,226537E0
3,146244E0	2,226537E0
3,162889E0	2,226537E0
3,179533E0	2,226537E0
3,196178E0	2,226537E0
3,212822E0	2,226537E0
3,229467E0	2,226537E0
3,246111E0	2,226537E0
3,262756E0	2,226537E0
3,279400E0	2,226537E0
3,296044E0	2,226537E0
3,312689E0	2,226537E0
3,329333E0	2,226537E0
3,345978E0	2,226537E0
3,362622E0	2,226537E0
3,379267E0	2,226537E0
3,395911E0	2,226537E0
3,412556E0	2,226537E0
3,429200E0	2,226537E0
3,445844E0	2,226537E0
3,462489E0	2,226537E0
3,479133E0	2,226537E0
3,495778E0	2,226537E0
3,512422E0	2,226537E0
3,529067E0	2,226537E0
3,545711E0	2,226537E0
3,562356E0	2,226537E0
3,579000E0	2,226537E0
3,595644E0	2,226537E0
3,612289E0	2,226537E0
3,628933E0	2,226537E0
3,645578E0	2,226537E0
3,662222E0	2,226537E0
3,678867E0	2,226537E0
