#t	p1
0.0	11.33883
0.01664444	10.87854
0.03328889	10.52169
0.04993333	9.862007
0.06657778	8.782255
0.08322222	7.615008
0.09986667	6.077706
0.1165111	3.749204
0.1331556	1.44809
0.1498	0.6268435
0.1664444	-1.909152
0.1830889	-4.416309
0.1997333	-6.207856
0.2163778	-7.525258
0.2330222	-8.586488
0.2496667	-9.395103
0.2663111	-10.00034
0.2829556	-9.613526
0.2996	-9.184105
0.3162444	-8.57353
0.3328889	-7.479552
0.3495333	-6.160882
0.3661778	-4.057202
0.3828222	-2.002445
0.3994667	0.7123567
0.4161111	1.44809
0.4327556	3.559987
0.4494	5.287042
0.4660444	6.221426
0.4826889	7.290162
0.4993333	7.885382
0.5159778	7.885382
0.5326222	7.711017
0.5492667	6.850989
0.5659111	5.807673
0.5825556	4.031436
0.5992	2.229023
0.6158444	0.739674
0.6324889	-1.35196
0.6491333	-3.47038
0.6657778	-5.147077
0.6824222	-6.126636
0.6990667	-6.823711
0.7157111	-7.448864
0.7323556	-7.448864
0.7491111	-7.005173
0.7657556	-6.29923
0.7824	-5.138479
0.7990444	-3.376644
0.8156889	-0.7528095
