	masa_B
2,513644E0	1,558342E0
2,530289E0	1,558342E0
2,546933E0	2,010435E0
2,563578E0	2,211288E0
2,580222E0	2,211288E0
2,596978E0	2,035544E0
2,613622E0	1,630132E0
2,630267E0	1,428964E0
2,646911E0	1,428964E0
2,663556E0	1,428964E0
2,680200E0	1,554252E0
2,696844E0	1,856506E0
2,713489E0	1,906646E0
2,730133E0	1,580000E0
2,746778E0	1,227937E0
2,763422E0	1,227937E0
2,780067E0	1,227937E0
2,796711E0	1,227937E0
2,813356E0	1,678792E0
2,830000E0	1,829034E0
2,846644E0	1,553573E0
2,863289E0	1,553573E0
2,879933E0	1,553573E0
2,896578E0	1,603662E0
2,913222E0	1,726611E0
2,929867E0	1,826638E0
2,946511E0	1,525859E0
2,963156E0	1,425223E0
2,979800E0	1,425223E0
2,996444E0	1,425223E0
3,013089E0	1,425223E0
3,029733E0	1,425223E0
3,046378E0	1,425223E0
3,063022E0	1,425223E0
3,079667E0	1,425223E0
3,096311E0	1,425223E0
3,112956E0	1,425223E0
3,129600E0	1,425223E0
3,146244E0	1,425223E0
3,162889E0	1,425223E0
3,179533E0	1,425223E0
3,196178E0	1,425223E0
3,212822E0	1,425223E0
3,229467E0	1,425223E0
3,246111E0	1,425223E0
3,262756E0	1,425223E0
3,279400E0	1,425223E0
3,296044E0	1,425223E0
3,312689E0	1,425223E0
3,329333E0	1,425223E0
3,345978E0	1,425223E0
3,362622E0	1,425223E0
3,379267E0	1,425223E0
3,395911E0	1,425223E0
3,412556E0	1,425223E0
3,429200E0	1,425223E0
3,445844E0	1,425223E0
3,462489E0	1,425223E0
3,479133E0	1,425223E0
3,495778E0	1,425223E0
3,512533E0	1,425223E0
3,529178E0	1,425223E0
3,545822E0	1,425223E0
3,562467E0	1,425223E0
3,579111E0	1,425223E0
3,595756E0	1,425223E0
3,612400E0	1,425223E0
