	masa_B
3,529178E0	-1,374160E0
3,545822E0	-1,374160E0
3,562467E0	-1,374160E0
3,579111E0	-1,374160E0
3,595756E0	-1,349175E0
3,612400E0	-5,001016E-1
3,629044E0	1,759726E-1
3,645689E0	2,511653E-1
3,662333E0	2,512752E-1
3,678978E0	-2,249606E-1
3,695622E0	-7,256782E-1
3,712267E0	-1,075718E0
3,728911E0	-1,175806E0
3,745556E0	-1,175806E0
3,762200E0	-1,175806E0
3,778844E0	-1,175806E0
3,795489E0	-1,175806E0
3,812133E0	-1,175806E0
3,828778E0	-5,501609E-1
3,845422E0	5,203847E-4
3,862067E0	1,507104E-1
3,878711E0	-4,954307E-2
3,895356E0	-4,246403E-1
3,912000E0	-1,174267E0
3,928644E0	-1,174267E0
3,945289E0	-1,174267E0
3,961933E0	-1,174267E0
3,978578E0	-1,174267E0
3,995222E0	-1,174267E0
4,011867E0	-1,174267E0
4,028511E0	-7,244118E-1
4,045156E0	-4,744499E-1
4,061800E0	-4,494525E-1
4,078444E0	-8,240299E-1
4,095089E0	-1,372364E0
4,111733E0	-1,372364E0
4,128378E0	-1,372364E0
4,145022E0	-1,372364E0
4,161667E0	-1,372364E0
4,178311E0	-1,372364E0
4,194956E0	-1,197167E0
4,211600E0	-8,482728E-1
4,228244E0	-8,233119E-1
4,244889E0	-1,172222E0
4,261644E0	-1,396100E0
4,278289E0	-1,396100E0
4,294933E0	-1,396100E0
4,311578E0	-1,396100E0
4,328222E0	-1,396100E0
4,344867E0	-1,396100E0
4,361511E0	-1,396100E0
4,378156E0	-1,047948E0
4,394800E0	-7,234649E-1
4,411444E0	-7,234649E-1
4,428089E0	-1,196646E0
4,444733E0	-1,495815E0
4,461378E0	-1,495815E0
4,478022E0	-1,495815E0
4,494667E0	-1,495815E0
4,511311E0	-1,495815E0
4,527956E0	-1,495815E0
4,544600E0	-1,495815E0
4,561244E0	-1,495815E0
4,577889E0	-1,495815E0
4,594533E0	-1,495815E0
4,611178E0	-1,495815E0
4,627822E0	-1,495815E0
4,644467E0	-1,495815E0
4,661111E0	-1,495815E0
4,677756E0	-1,495815E0
4,694400E0	-1,495815E0
4,711044E0	-1,495815E0
4,727689E0	-1,495815E0
4,744333E0	-1,495815E0
4,760978E0	-1,495815E0
4,777622E0	-1,495815E0
4,794267E0	-1,495815E0
4,810911E0	-1,495815E0
4,827556E0	-1,495815E0
4,844200E0	-1,495815E0
4,860844E0	-1,495815E0
4,877489E0	-1,495815E0
4,894133E0	-1,495815E0
4,910778E0	-1,495815E0
4,927422E0	-1,495815E0
4,944067E0	-1,495815E0
4,960711E0	-1,495815E0
4,977356E0	-1,495815E0
4,994000E0	-1,495815E0
5,010644E0	-1,495815E0
5,027289E0	-1,495815E0
5,044044E0	-1,495815E0
5,060689E0	-1,495815E0
5,077333E0	-1,495815E0
5,093978E0	-1,495815E0
5,110622E0	-1,495815E0
5,127267E0	-1,495815E0
5,143911E0	-1,495815E0
5,160556E0	-1,495815E0
5,177200E0	-1,495815E0
5,193844E0	-1,495815E0
5,210489E0	-1,495815E0
5,227133E0	-1,495815E0
5,243778E0	-1,495815E0
5,260422E0	-1,495815E0
5,277067E0	-1,495815E0
5,293711E0	-1,495815E0
5,310356E0	-1,495815E0
5,327000E0	-1,495815E0
5,343644E0	-1,495815E0
5,360289E0	-1,495815E0
