# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.664383150637149811e-02 1.202080726623535156e+00 8.301980625000000000e+05 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 7.124095916748046875e+00 1.280548667907714844e+01 1.664383150637149811e-02 1.202080726623535156e+00 8.301980625000000000e+05 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 7.124095916748046875e+00 1.280548667907714844e+01
1.000000000000000000e+03 5.333670228719711304e-02 2.792316079139709473e-01 9.930425643920898438e+00 1.236984939575195312e+02 4.999919414520263672e+00 4.951803930453024805e-06 4.491161108016967773e-01 1.674732017517089844e+01 9.720708847045898438e+00 5.333670228719711304e-02 2.792316079139709473e-01 9.930425643920898438e+00 1.236984939575195312e+02 4.999919414520263672e+00 4.951803930453024805e-06 4.491161108016967773e-01 1.674732017517089844e+01 9.720708847045898438e+00
2.000000000000000000e+03 1.194368395954370499e-02 4.917055740952491760e-02 1.859791755676269531e+00 1.126923675537109375e+02 6.223654270172119141e+00 6.274636689340695739e-06 2.300645923241972923e-03 5.799757003784179688e+00 5.391893386840820312e+00 1.194368395954370499e-02 4.917055740952491760e-02 1.859791755676269531e+00 1.126923675537109375e+02 6.223654270172119141e+00 6.274636689340695739e-06 2.300645923241972923e-03 5.799757003784179688e+00 5.391893386840820312e+00
3.000000000000000000e+03 3.052038140594959259e-02 5.863082408905029297e-02 7.339460849761962891e-01 2.882491111755371094e+01 6.850236892700195312e+00 5.266009793558623642e-06 7.652845699340105057e-03 4.400498390197753906e+00 6.056823730468750000e+00 3.052038140594959259e-02 5.863082408905029297e-02 7.339460849761962891e-01 2.882491111755371094e+01 6.850236892700195312e+00 5.266009793558623642e-06 7.652845699340105057e-03 4.400498390197753906e+00 6.056823730468750000e+00
4.000000000000000000e+03 3.833354711532592773e-01 3.383280336856842041e-02 1.087528705596923828e+00 3.624912584200501442e-03 5.415545892901718616e-04 3.365324118931312114e-06 4.403918050229549408e-03 4.778285503387451172e+00 5.028322219848632812e+00 3.833354711532592773e-01 3.383280336856842041e-02 1.087528705596923828e+00 3.624912584200501442e-03 5.415545892901718616e-04 3.365324118931312114e-06 4.403918050229549408e-03 4.778285503387451172e+00 5.028322219848632812e+00
5.000000000000000000e+03 4.046672284603118896e-01 1.693749055266380310e-02 1.058292269706726074e+00 3.985128365457057953e-03 3.592810826376080513e-03 1.932343138832948171e-07 4.337795544415712357e-03 4.807871341705322266e+00 4.617691993713378906e+00 4.046672284603118896e-01 1.693749055266380310e-02 1.058292269706726074e+00 3.985128365457057953e-03 3.592810826376080513e-03 1.932343138832948171e-07 4.337795544415712357e-03 4.807871341705322266e+00 4.617691993713378906e+00
6.000000000000000000e+03 3.733409941196441650e-01 2.257243916392326355e-02 1.114482402801513672e+00 5.557778291404247284e-03 3.392325714230537415e-03 5.173410499992314726e-06 4.315682686865329742e-03 4.761940956115722656e+00 4.017866611480712891e+00 3.733409941196441650e-01 2.257243916392326355e-02 1.114482402801513672e+00 5.557778291404247284e-03 3.392325714230537415e-03 5.173410499992314726e-06 4.315682686865329742e-03 4.761940956115722656e+00 4.017866611480712891e+00
7.000000000000000000e+03 3.609267771244049072e-01 5.854923278093338013e-02 9.894583225250244141e-01 2.465721685439348221e-03 7.022937643341720104e-05 3.071296669077128172e-05 2.540390240028500557e-03 4.227109432220458984e+00 4.023485183715820312e+00 3.609267771244049072e-01 5.854923278093338013e-02 9.894583225250244141e-01 2.465721685439348221e-03 7.022937643341720104e-05 3.071296669077128172e-05 2.540390240028500557e-03 4.227109432220458984e+00 4.023485183715820312e+00
8.000000000000000000e+03 2.563413083553314209e-01 1.128758862614631653e-01 8.452793359756469727e-01 5.230234819464385509e-04 1.270604407181963325e-04 2.372166818531695753e-06 1.274717273190617561e-03 3.868630886077880859e+00 4.273899078369140625e+00 2.563413083553314209e-01 1.128758862614631653e-01 8.452793359756469727e-01 5.230234819464385509e-04 1.270604407181963325e-04 2.372166818531695753e-06 1.274717273190617561e-03 3.868630886077880859e+00 4.273899078369140625e+00
9.000000000000000000e+03 3.125959634780883789e-01 1.120101436972618103e-01 7.852932810783386230e-01 4.728694912046194077e-04 1.109311851905658841e-04 5.708535172743722796e-05 1.131466939114034176e-03 3.638084411621093750e+00 4.376276016235351562e+00 3.125959634780883789e-01 1.120101436972618103e-01 7.852932810783386230e-01 4.728694912046194077e-04 1.109311851905658841e-04 5.708535172743722796e-05 1.131466939114034176e-03 3.638084411621093750e+00 4.376276016235351562e+00
1.000000000000000000e+04 3.730894029140472412e-01 1.245506852865219116e-01 7.594743967056274414e-01 5.342609365470707417e-04 8.219465962611138821e-05 9.305951607530005276e-06 1.237202784977853298e-03 3.432543277740478516e+00 4.433734416961669922e+00 3.730894029140472412e-01 1.245506852865219116e-01 7.594743967056274414e-01 5.342609365470707417e-04 8.219465962611138821e-05 9.305951607530005276e-06 1.237202784977853298e-03 3.432543277740478516e+00 4.433734416961669922e+00
1.100000000000000000e+04 4.474607110023498535e-01 1.521732509136199951e-01 7.240208387374877930e-01 5.015473579987883568e-04 9.203279478242620826e-05 1.018296188703970984e-06 1.110671903006732464e-03 3.215543746948242188e+00 4.466118812561035156e+00 4.474607110023498535e-01 1.521732509136199951e-01 7.240208387374877930e-01 5.015473579987883568e-04 9.203279478242620826e-05 1.018296188703970984e-06 1.110671903006732464e-03 3.215543746948242188e+00 4.466118812561035156e+00
1.200000000000000000e+04 4.873013496398925781e-01 1.660069078207015991e-01 7.431740760803222656e-01 4.491443978622555733e-04 6.807733007008209825e-05 2.267410018248483539e-04 1.340406131930649281e-03 3.008973598480224609e+00 4.495066642761230469e+00 4.873013496398925781e-01 1.660069078207015991e-01 7.431740760803222656e-01 4.491443978622555733e-04 6.807733007008209825e-05 2.267410018248483539e-04 1.340406131930649281e-03 3.008973598480224609e+00 4.495066642761230469e+00
1.300000000000000000e+04 5.747849345207214355e-01 1.513703465461730957e-01 6.277079582214355469e-01 4.034063313156366348e-04 4.772910688188858330e-05 4.647126115742139518e-05 7.881710189394652843e-04 2.879402399063110352e+00 4.541634082794189453e+00 5.747849345207214355e-01 1.513703465461730957e-01 6.277079582214355469e-01 4.034063313156366348e-04 4.772910688188858330e-05 4.647126115742139518e-05 7.881710189394652843e-04 2.879402399063110352e+00 4.541634082794189453e+00
1.400000000000000000e+04 4.698331058025360107e-01 1.558688879013061523e-01 1.244209289550781250e+00 1.228078734129667282e-03 1.918502448461367749e-06 9.104157797992229462e-03 5.415178369730710983e-03 2.779328823089599609e+00 4.538987636566162109e+00 4.698331058025360107e-01 1.558688879013061523e-01 1.244209289550781250e+00 1.228078734129667282e-03 1.918502448461367749e-06 9.104157797992229462e-03 5.415178369730710983e-03 2.779328823089599609e+00 4.538987636566162109e+00
1.500000000000000000e+04 5.841985940933227539e-01 1.374436020851135254e-01 5.888332724571228027e-01 3.819588164333254099e-04 2.117398980772122741e-05 5.906572187086567283e-05 6.728187436237931252e-04 2.578983068466186523e+00 4.600505352020263672e+00 5.841985940933227539e-01 1.374436020851135254e-01 5.888332724571228027e-01 3.819588164333254099e-04 2.117398980772122741e-05 5.906572187086567283e-05 6.728187436237931252e-04 2.578983068466186523e+00 4.600505352020263672e+00
1.600000000000000000e+04 4.768317937850952148e-01 1.489791572093963623e-01 7.143117189407348633e-01 1.074383268132805824e-03 2.918374519822464208e-08 7.363737095147371292e-04 1.938321627676486969e-03 2.440351247787475586e+00 4.645182132720947266e+00 4.768317937850952148e-01 1.489791572093963623e-01 7.143117189407348633e-01 1.074383268132805824e-03 2.918374519822464208e-08 7.363737095147371292e-04 1.938321627676486969e-03 2.440351247787475586e+00 4.645182132720947266e+00
1.700000000000000000e+04 3.765917122364044189e-01 1.799280345439910889e-01 5.852454304695129395e-01 1.174330012872815132e-03 1.431464534107362852e-05 9.291410606238059700e-06 9.655741741880774498e-04 1.816436171531677246e+00 5.083379268646240234e+00 3.765917122364044189e-01 1.799280345439910889e-01 5.852454304695129395e-01 1.174330012872815132e-03 1.431464534107362852e-05 9.291410606238059700e-06 9.655741741880774498e-04 1.816436171531677246e+00 5.083379268646240234e+00
1.800000000000000000e+04 2.775647640228271484e-01 2.617622911930084229e-01 7.724135518074035645e-01 1.289186417125165462e-03 8.318684052710523247e-08 4.918501945212483406e-04 2.223289193352684379e-04 1.366264939308166504e+00 5.256192684173583984e+00 2.775647640228271484e-01 2.617622911930084229e-01 7.724135518074035645e-01 1.289186417125165462e-03 8.318684052710523247e-08 4.918501945212483406e-04 2.223289193352684379e-04 1.366264939308166504e+00 5.256192684173583984e+00
1.900000000000000000e+04 1.911770254373550415e-01 2.455589175224304199e-01 3.960097432136535645e-01 5.072231288067996502e-04 1.553814945509657264e-05 3.915943125321064144e-06 3.957097360398620367e-04 9.500166177749633789e-01 5.069462776184082031e+00 1.911770254373550415e-01 2.455589175224304199e-01 3.960097432136535645e-01 5.072231288067996502e-04 1.553814945509657264e-05 3.915943125321064144e-06 3.957097360398620367e-04 9.500166177749633789e-01 5.069462776184082031e+00
2.000000000000000000e+04 2.090514004230499268e-01 3.085826635360717773e-01 3.903910517692565918e-01 2.976098621729761362e-04 1.759358838171465322e-06 3.105808864347636700e-04 1.669456469244323671e-05 8.098408579826354980e-01 4.830337524414062500e+00 2.090514004230499268e-01 3.085826635360717773e-01 3.903910517692565918e-01 2.976098621729761362e-04 1.759358838171465322e-06 3.105808864347636700e-04 1.669456469244323671e-05 8.098408579826354980e-01 4.830337524414062500e+00
2.100000000000000000e+04 2.035935968160629272e-01 2.883117496967315674e-01 3.884886205196380615e-01 3.076675639022141695e-04 2.743250115599948913e-05 2.087650075554847717e-02 6.007873918861150742e-03 8.076876401901245117e-01 4.698227882385253906e+00 2.035935968160629272e-01 2.883117496967315674e-01 3.884886205196380615e-01 3.076675639022141695e-04 2.743250115599948913e-05 2.087650075554847717e-02 6.007873918861150742e-03 8.076876401901245117e-01 4.698227882385253906e+00
2.200000000000000000e+04 1.309584528207778931e-01 1.235738471150398254e-01 9.870552420616149902e-01 1.756286656018346548e-04 9.992404557124245912e-06 9.495645645074546337e-04 1.316502504050731659e-02 1.538700103759765625e+00 4.891683101654052734e+00 1.309584528207778931e-01 1.235738471150398254e-01 9.870552420616149902e-01 1.756286656018346548e-04 9.992404557124245912e-06 9.495645645074546337e-04 1.316502504050731659e-02 1.538700103759765625e+00 4.891683101654052734e+00
2.300000000000000000e+04 6.917845457792282104e-02 3.746361732482910156e-01 4.300759434700012207e-01 2.519431582186371088e-04 1.406074079568497837e-05 6.503746262751519680e-04 6.793278735131025314e-04 8.185141086578369141e-01 4.469293117523193359e+00 6.917845457792282104e-02 3.746361732482910156e-01 4.300759434700012207e-01 2.519431582186371088e-04 1.406074079568497837e-05 6.503746262751519680e-04 6.793278735131025314e-04 8.185141086578369141e-01 4.469293117523193359e+00
2.400000000000000000e+04 2.024246007204055786e-01 1.322428435087203979e-01 4.103321135044097900e-01 3.539070894476026297e-04 2.729380241817125352e-07 1.210532803088426590e-02 1.270634587854146957e-03 8.632683753967285156e-01 4.393001079559326172e+00 2.024246007204055786e-01 1.322428435087203979e-01 4.103321135044097900e-01 3.539070894476026297e-04 2.729380241817125352e-07 1.210532803088426590e-02 1.270634587854146957e-03 8.632683753967285156e-01 4.393001079559326172e+00
2.500000000000000000e+04 2.321135997772216797e-01 1.074453294277191162e-01 3.760563135147094727e-01 7.940403884276747704e-05 2.694151226023677737e-05 9.805787354707717896e-03 1.865438069216907024e-03 8.021913766860961914e-01 4.262217998504638672e+00 2.321135997772216797e-01 1.074453294277191162e-01 3.760563135147094727e-01 7.940403884276747704e-05 2.694151226023677737e-05 9.805787354707717896e-03 1.865438069216907024e-03 8.021913766860961914e-01 4.262217998504638672e+00
2.600000000000000000e+04 2.338118702173233032e-01 1.228688284754753113e-01 3.942455351352691650e-01 4.026883398182690144e-04 7.565186024294234812e-07 5.862860474735498428e-03 1.958314387593418360e-04 7.756174802780151367e-01 4.144204139709472656e+00 2.338118702173233032e-01 1.228688284754753113e-01 3.942455351352691650e-01 4.026883398182690144e-04 7.565186024294234812e-07 5.862860474735498428e-03 1.958314387593418360e-04 7.756174802780151367e-01 4.144204139709472656e+00
2.700000000000000000e+04 2.313746213912963867e-01 1.311537623405456543e-01 5.546765923500061035e-01 5.761911743320524693e-04 3.132189476673374884e-07 4.037942737340927124e-02 3.989268559962511063e-03 7.753514051437377930e-01 4.044431686401367188e+00 2.313746213912963867e-01 1.311537623405456543e-01 5.546765923500061035e-01 5.761911743320524693e-04 3.132189476673374884e-07 4.037942737340927124e-02 3.989268559962511063e-03 7.753514051437377930e-01 4.044431686401367188e+00
2.800000000000000000e+04 2.155170589685440063e-01 1.123500317335128784e-01 4.080716967582702637e-01 1.650042249821126461e-04 1.265953954998622066e-07 3.159188199788331985e-04 8.585026807850226760e-05 7.248766422271728516e-01 3.888552665710449219e+00 2.155170589685440063e-01 1.123500317335128784e-01 4.080716967582702637e-01 1.650042249821126461e-04 1.265953954998622066e-07 3.159188199788331985e-04 8.585026807850226760e-05 7.248766422271728516e-01 3.888552665710449219e+00
2.900000000000000000e+04 1.775763779878616333e-01 1.001500189304351807e-01 2.948254048824310303e-01 2.943295476143248379e-05 7.960217772051692009e-06 1.115483418107032776e-02 2.727823331952095032e-03 7.221447229385375977e-01 3.702665805816650391e+00 1.775763779878616333e-01 1.001500189304351807e-01 2.948254048824310303e-01 2.943295476143248379e-05 7.960217772051692009e-06 1.115483418107032776e-02 2.727823331952095032e-03 7.221447229385375977e-01 3.702665805816650391e+00
3.000000000000000000e+04 1.543675363063812256e-01 1.017004251480102539e-01 3.494660854339599609e-01 1.218809848069213331e-04 7.965486292960122228e-05 9.516846388578414917e-03 3.594902344048023224e-03 6.832163929939270020e-01 3.485896587371826172e+00 1.543675363063812256e-01 1.017004251480102539e-01 3.494660854339599609e-01 1.218809848069213331e-04 7.965486292960122228e-05 9.516846388578414917e-03 3.594902344048023224e-03 6.832163929939270020e-01 3.485896587371826172e+00
3.100000000000000000e+04 1.575776636600494385e-01 1.129067763686180115e-01 5.099362134933471680e-01 1.647126191528514028e-05 1.091250087483786047e-04 2.208755351603031158e-02 4.688990302383899689e-03 6.036328077316284180e-01 3.275731086730957031e+00 1.575776636600494385e-01 1.129067763686180115e-01 5.099362134933471680e-01 1.647126191528514028e-05 1.091250087483786047e-04 2.208755351603031158e-02 4.688990302383899689e-03 6.036328077316284180e-01 3.275731086730957031e+00
3.200000000000000000e+04 1.905653625726699829e-01 1.279340237379074097e-01 2.385920584201812744e-01 3.195097960997372866e-04 2.309093397343531251e-04 5.371303856372833252e-02 5.546497181057929993e-03 6.374959945678710938e-01 2.934512138366699219e+00 1.905653625726699829e-01 1.279340237379074097e-01 2.385920584201812744e-01 3.195097960997372866e-04 2.309093397343531251e-04 5.371303856372833252e-02 5.546497181057929993e-03 6.374959945678710938e-01 2.934512138366699219e+00
3.300000000000000000e+04 1.790817081928253174e-01 1.396755725145339966e-01 2.627626657485961914e-01 3.607121761888265610e-04 8.054004865698516369e-05 3.960892627219436690e-06 2.248422388220205903e-04 5.409203171730041504e-01 2.673985481262207031e+00 1.790817081928253174e-01 1.396755725145339966e-01 2.627626657485961914e-01 3.607121761888265610e-04 8.054004865698516369e-05 3.960892627219436690e-06 2.248422388220205903e-04 5.409203171730041504e-01 2.673985481262207031e+00
3.400000000000000000e+04 1.319801062345504761e-01 1.640708446502685547e-01 5.853220224380493164e-01 5.445324404718121514e-06 2.143792225979268551e-04 3.132829070091247559e-01 4.081103950738906860e-02 5.534925460815429688e-01 2.306904315948486328e+00 1.319801062345504761e-01 1.640708446502685547e-01 5.853220224380493164e-01 5.445324404718121514e-06 2.143792225979268551e-04 3.132829070091247559e-01 4.081103950738906860e-02 5.534925460815429688e-01 2.306904315948486328e+00
