# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 9.100939631462097168e-01 3.663408458232879639e-01 1.025494480133056641e+01 5.622875690460205078e+00 1.257205581665039062e+02 1.233001470565795898e+00 3.587330225855112076e-03 1.401311950758099556e-03 9.100939631462097168e-01 3.663408458232879639e-01 1.025494480133056641e+01 5.622875690460205078e+00 1.257205581665039062e+02 1.233001470565795898e+00 3.587330225855112076e-03 1.401311950758099556e-03
1.100000000000000000e+04 9.947957396507263184e-01 4.040975272655487061e-01 9.777702331542968750e+00 5.491524696350097656e+00 1.257139587402343750e+02 1.252058386802673340e+00 3.688202938064932823e-03 1.446382841095328331e-03 9.947957396507263184e-01 4.040975272655487061e-01 9.777702331542968750e+00 5.491524696350097656e+00 1.257139587402343750e+02 1.252058386802673340e+00 3.688202938064932823e-03 1.446382841095328331e-03
1.200000000000000000e+04 1.099821567535400391e+00 4.576789438724517822e-01 9.204380989074707031e+00 5.342842578887939453e+00 1.256960296630859375e+02 1.283300638198852539e+00 3.772459691390395164e-03 1.506476430222392082e-03 1.099821567535400391e+00 4.576789438724517822e-01 9.204380989074707031e+00 5.342842578887939453e+00 1.256960296630859375e+02 1.283300638198852539e+00 3.772459691390395164e-03 1.506476430222392082e-03
1.300000000000000000e+04 1.211294054985046387e+00 5.241098999977111816e-01 8.518881797790527344e+00 5.188576698303222656e+00 1.256521911621093750e+02 1.334730386734008789e+00 3.812542883679270744e-03 1.577673479914665222e-03 1.211294054985046387e+00 5.241098999977111816e-01 8.518881797790527344e+00 5.188576698303222656e+00 1.256521911621093750e+02 1.334730386734008789e+00 3.812542883679270744e-03 1.577673479914665222e-03
1.400000000000000000e+04 1.294355273246765137e+00 5.915229320526123047e-01 7.689260959625244141e+00 5.036063671112060547e+00 1.255502014160156250e+02 1.419913530349731445e+00 3.831538604572415352e-03 1.652936916798353195e-03 1.294355273246765137e+00 5.915229320526123047e-01 7.689260959625244141e+00 5.036063671112060547e+00 1.255502014160156250e+02 1.419913530349731445e+00 3.831538604572415352e-03 1.652936916798353195e-03
1.500000000000000000e+04 1.313599824905395508e+00 6.499137878417968750e-01 6.656812667846679688e+00 4.876483917236328125e+00 1.253139953613281250e+02 1.562571883201599121e+00 3.595822723582386971e-03 1.736654317937791348e-03 1.313599824905395508e+00 6.499137878417968750e-01 6.656812667846679688e+00 4.876483917236328125e+00 1.253139953613281250e+02 1.562571883201599121e+00 3.595822723582386971e-03 1.736654317937791348e-03
1.600000000000000000e+04 1.261070489883422852e+00 7.082042098045349121e-01 5.349702358245849609e+00 4.671221733093261719e+00 1.247698516845703125e+02 1.805419087409973145e+00 3.365808166563510895e-03 1.848793588578701019e-03 1.261070489883422852e+00 7.082042098045349121e-01 5.349702358245849609e+00 4.671221733093261719e+00 1.247698516845703125e+02 1.805419087409973145e+00 3.365808166563510895e-03 1.848793588578701019e-03
1.700000000000000000e+04 1.147455215454101562e+00 7.855678796768188477e-01 3.754059076309204102e+00 4.344377994537353516e+00 1.235084381103515625e+02 2.228218793869018555e+00 2.951304195448756218e-03 2.016775310039520264e-03 1.147455215454101562e+00 7.855678796768188477e-01 3.754059076309204102e+00 4.344377994537353516e+00 1.235084381103515625e+02 2.228218793869018555e+00 2.951304195448756218e-03 2.016775310039520264e-03
1.800000000000000000e+04 9.676861763000488281e-01 9.004561901092529297e-01 2.106968641281127930e+00 3.796437263488769531e+00 1.205079574584960938e+02 2.992624521255493164e+00 2.392866648733615875e-03 2.260624896734952927e-03 9.676861763000488281e-01 9.004561901092529297e-01 2.106968641281127930e+00 3.796437263488769531e+00 1.205079574584960938e+02 2.992624521255493164e+00 2.392866648733615875e-03 2.260624896734952927e-03
1.900000000000000000e+04 6.175830364227294922e-01 1.042159438133239746e+00 9.460419416427612305e-01 2.920084476470947266e+00 1.122798919677734375e+02 4.618563652038574219e+00 1.525785773992538452e-03 2.545319497585296631e-03 6.175830364227294922e-01 1.042159438133239746e+00 9.460419416427612305e-01 2.920084476470947266e+00 1.122798919677734375e+02 4.618563652038574219e+00 1.525785773992538452e-03 2.545319497585296631e-03
2.000000000000000000e+04 2.207749336957931519e-01 8.971533179283142090e-01 1.125723123550415039e+00 1.497363328933715820e+00 6.672771453857421875e+01 1.003438282012939453e+01 3.193606389686465263e-04 2.604417735710740089e-03 2.207749336957931519e-01 8.971533179283142090e-01 1.125723123550415039e+00 1.497363328933715820e+00 6.672771453857421875e+01 1.003438282012939453e+01 3.193606389686465263e-04 2.604417735710740089e-03
2.100000000000000000e+04 9.476128220558166504e-02 2.546466588973999023e-01 1.982971280813217163e-01 1.265796303749084473e+00 1.705348864197731018e-02 9.264008700847625732e-02 1.920463773785741068e-06 1.242743805050849915e-03 9.476128220558166504e-02 2.546466588973999023e-01 1.982971280813217163e-01 1.265796303749084473e+00 1.705348864197731018e-02 9.264008700847625732e-02 1.920463773785741068e-06 1.242743805050849915e-03
2.200000000000000000e+04 4.644202068448066711e-02 1.916764378547668457e-01 8.432769030332565308e-02 6.317673921585083008e-01 5.392919294536113739e-03 5.821096245199441910e-03 1.201322538690874353e-05 7.294351235032081604e-04 4.644202068448066711e-02 1.916764378547668457e-01 8.432769030332565308e-02 6.317673921585083008e-01 5.392919294536113739e-03 5.821096245199441910e-03 1.201322538690874353e-05 7.294351235032081604e-04
2.300000000000000000e+04 2.225806377828121185e-02 1.846499145030975342e-01 6.664788722991943359e-02 4.130838513374328613e-01 1.941682072356343269e-03 8.860924281179904938e-04 2.062861858576070517e-05 5.940109258517622948e-04 2.225806377828121185e-02 1.846499145030975342e-01 6.664788722991943359e-02 4.130838513374328613e-01 1.941682072356343269e-03 8.860924281179904938e-04 2.062861858576070517e-05 5.940109258517622948e-04
2.400000000000000000e+04 1.068283990025520325e-02 1.855303794145584106e-01 5.680986866354942322e-02 3.154498040676116943e-01 8.971538627520203590e-04 1.278817653656005859e-04 1.764284934324678034e-05 5.778520717285573483e-04 1.068283990025520325e-02 1.855303794145584106e-01 5.680986866354942322e-02 3.154498040676116943e-01 8.971538627520203590e-04 1.278817653656005859e-04 1.764284934324678034e-05 5.778520717285573483e-04
2.500000000000000000e+04 7.427791599184274673e-03 1.881605088710784912e-01 5.402665212750434875e-02 2.666589617729187012e-01 5.102076102048158646e-04 1.199712369270855561e-05 5.175308324396610260e-04 8.294955478049814701e-06 7.427791599184274673e-03 1.881605088710784912e-01 5.402665212750434875e-02 2.666589617729187012e-01 5.102076102048158646e-04 1.199712369270855561e-05 5.175308324396610260e-04 8.294955478049814701e-06
2.600000000000000000e+04 1.069365441799163818e-02 1.823309212923049927e-01 5.450079590082168579e-02 2.377752512693405151e-01 3.312718181405216455e-04 4.494280005928885657e-07 3.120504334219731390e-05 4.936496261507272720e-04 1.069365441799163818e-02 1.823309212923049927e-01 5.450079590082168579e-02 2.377752512693405151e-01 3.312718181405216455e-04 4.494280005928885657e-07 3.120504334219731390e-05 4.936496261507272720e-04
2.700000000000000000e+04 1.881205663084983826e-02 1.675390452146530151e-01 5.615985393524169922e-02 2.131961584091186523e-01 2.276214217999950051e-04 1.115241047955350950e-05 1.205946537083946168e-04 1.614008448086678982e-03 1.881205663084983826e-02 1.675390452146530151e-01 5.615985393524169922e-02 2.131961584091186523e-01 2.276214217999950051e-04 1.115241047955350950e-05 1.205946537083946168e-04 1.614008448086678982e-03
2.800000000000000000e+04 3.114451840519905090e-02 1.471871882677078247e-01 6.010308861732482910e-02 1.854035556316375732e-01 1.659703411860391498e-04 2.382808088441379368e-05 2.104753948515281081e-04 1.519949873909354210e-04 3.114451840519905090e-02 1.471871882677078247e-01 6.010308861732482910e-02 1.854035556316375732e-01 1.659703411860391498e-04 2.382808088441379368e-05 2.104753948515281081e-04 1.519949873909354210e-04
2.900000000000000000e+04 4.445275291800498962e-02 1.257842630147933960e-01 6.929529458284378052e-02 1.492723673582077026e-01 8.959034312283620238e-05 2.183348624384962022e-05 1.642532087862491608e-02 1.187636703252792358e-02 4.445275291800498962e-02 1.257842630147933960e-01 6.929529458284378052e-02 1.492723673582077026e-01 8.959034312283620238e-05 2.183348624384962022e-05 1.642532087862491608e-02 1.187636703252792358e-02
3.000000000000000000e+04 6.108721345663070679e-02 8.139750361442565918e-02 8.202075213193893433e-02 1.073013022541999817e-01 1.040307543007656932e-04 6.794560613343492150e-05 2.046704175882041454e-04 1.105496485251933336e-04 6.108721345663070679e-02 8.139750361442565918e-02 8.202075213193893433e-02 1.073013022541999817e-01 1.040307543007656932e-04 6.794560613343492150e-05 2.046704175882041454e-04 1.105496485251933336e-04
