# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.952988259494304657e-02 1.874218322336673737e-02 7.044296500000000000e+06 8.749574400000000000e+07 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02 2.952988259494304657e-02 1.874218322336673737e-02 7.044296500000000000e+06 8.749574400000000000e+07 1.000000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+02
1.000000000000000000e+03 2.571933567523956299e-01 1.575870394706726074e+00 1.247519397735595703e+01 5.737663745880126953e+00 1.257285614013671875e+02 1.204438447952270508e+00 2.337695797905325890e-03 2.692978382110595703e+00 2.571933567523956299e-01 1.575870394706726074e+00 1.247519397735595703e+01 5.737663745880126953e+00 1.257285614013671875e+02 1.204438447952270508e+00 2.337695797905325890e-03 2.692978382110595703e+00
2.000000000000000000e+03 2.678074836730957031e-01 1.826830655336380005e-01 1.238819026947021484e+01 6.164919376373291016e+00 1.257282867431640625e+02 1.204558849334716797e+00 2.272205660119652748e-03 1.473167911171913147e-02 2.678074836730957031e-01 1.826830655336380005e-01 1.238819026947021484e+01 6.164919376373291016e+00 1.257282867431640625e+02 1.204558849334716797e+00 2.272205660119652748e-03 1.473167911171913147e-02
3.000000000000000000e+03 3.093495368957519531e-01 1.523783504962921143e-01 1.223486423492431641e+01 6.172287464141845703e+00 1.257278900146484375e+02 1.204804420471191406e+00 2.404207363724708557e-03 1.267237472347915173e-03 3.093495368957519531e-01 1.523783504962921143e-01 1.223486423492431641e+01 6.172287464141845703e+00 1.257278900146484375e+02 1.204804420471191406e+00 2.404207363724708557e-03 1.267237472347915173e-03
4.000000000000000000e+03 3.823248445987701416e-01 1.688429266214370728e-01 1.202437019348144531e+01 6.124971866607666016e+00 1.257273788452148438e+02 1.205283880233764648e+00 2.591520315036177635e-03 1.243332168087363243e-03 3.823248445987701416e-01 1.688429266214370728e-01 1.202437019348144531e+01 6.124971866607666016e+00 1.257273788452148438e+02 1.205283880233764648e+00 2.591520315036177635e-03 1.243332168087363243e-03
5.000000000000000000e+03 4.907451868057250977e-01 1.963464617729187012e-01 1.176945018768310547e+01 6.060142040252685547e+00 1.257269897460937500e+02 1.206154584884643555e+00 2.821346046403050423e-03 1.263929530978202820e-03 4.907451868057250977e-01 1.963464617729187012e-01 1.176945018768310547e+01 6.060142040252685547e+00 1.257269897460937500e+02 1.206154584884643555e+00 2.821346046403050423e-03 1.263929530978202820e-03
6.000000000000000000e+03 6.161130070686340332e-01 2.357685416936874390e-01 1.149804973602294922e+01 5.981424808502197266e+00 1.257264480590820312e+02 1.207632541656494141e+00 3.053620923310518265e-03 1.289914129301905632e-03 6.161130070686340332e-01 2.357685416936874390e-01 1.149804973602294922e+01 5.981424808502197266e+00 1.257264480590820312e+02 1.207632541656494141e+00 3.053620923310518265e-03 1.289914129301905632e-03
7.000000000000000000e+03 7.203423976898193359e-01 2.801982462406158447e-01 1.123251819610595703e+01 5.897458076477050781e+00 1.257257003784179688e+02 1.210120558738708496e+00 3.239866811782121658e-03 1.317460904829204082e-03 7.203423976898193359e-01 2.801982462406158447e-01 1.123251819610595703e+01 5.897458076477050781e+00 1.257257003784179688e+02 1.210120558738708496e+00 3.239866811782121658e-03 1.317460904829204082e-03
8.000000000000000000e+03 7.891230583190917969e-01 3.161813318729400635e-01 1.096054458618164062e+01 5.815395832061767578e+00 1.257246475219726562e+02 1.214356422424316406e+00 3.372130682691931725e-03 1.343725132755935192e-03 7.891230583190917969e-01 3.161813318729400635e-01 1.096054458618164062e+01 5.815395832061767578e+00 1.257246475219726562e+02 1.214356422424316406e+00 3.372130682691931725e-03 1.343725132755935192e-03
9.000000000000000000e+03 8.447877168655395508e-01 3.406542241573333740e-01 1.064485359191894531e+01 5.729007244110107422e+00 1.257232437133789062e+02 1.221383690834045410e+00 3.481135237962007523e-03 1.369101461023092270e-03 8.447877168655395508e-01 3.406542241573333740e-01 1.064485359191894531e+01 5.729007244110107422e+00 1.257232437133789062e+02 1.221383690834045410e+00 3.481135237962007523e-03 1.369101461023092270e-03
